venta_id,producto_id,cantidad,precio_unitario,descuento_porcentaje,subtotal
14800,39,3,1200,5,3420.0
14801,28,3,8500,0,25500.0
14801,42,2,800,0,1600.0
14802,39,12,1200,15,12240.0
14803,34,1,9500,0,9500.0
14803,16,1,350,0,350.0
14803,18,1,400,0,400.0
14804,21,1,380,0,380.0
14804,17,4,280,0,1120.0
14805,37,1,950,0,950.0
14806,35,1,11000,0,11000.0
14806,24,4,400,0,1600.0
14806,45,3,900,0,2700.0
14806,43,1,1500,0,1500.0
14806,30,3,9500,0,28500.0
14807,23,2,320,0,640.0
14807,32,2,7500,0,15000.0
14807,43,2,1500,0,3000.0
14807,10,1,950,0,950.0
14808,13,2,500,0,1000.0
14809,15,2,800,0,1600.0
14810,36,1,800,0,800.0
14810,40,2,500,5,950.0
14810,6,1,1100,0,1100.0
14811,14,1,450,5,427.5
14812,23,1,320,0,320.0
14812,5,1,850,5,807.5
14812,33,2,10000,0,20000.0
14813,9,1,1150,0,1150.0
14813,45,1,900,0,900.0
14814,40,2,500,0,1000.0
14815,37,1,950,15,807.5
14815,22,1,250,0,250.0
14816,14,1,450,0,450.0
14817,2,4,950,0,3800.0
14817,31,2,8000,0,16000.0
14818,9,2,1150,0,2300.0
14819,6,1,1100,0,1100.0
14820,36,1,800,0,800.0
14820,10,1,950,10,855.0
14820,40,2,500,0,1000.0
14820,24,2,400,5,760.0
14821,36,1,800,0,800.0
14822,37,1,950,0,950.0
14823,16,2,350,0,700.0
14823,20,1,380,10,342.0
14823,34,1,9500,0,9500.0
14824,24,3,400,10,1080.0
14825,43,3,1500,0,4500.0
14825,6,2,1100,10,1980.0
14825,7,3,900,0,2700.0
14826,1,1,800,5,760.0
14827,12,1,600,0,600.0
14828,32,1,7500,0,7500.0
14829,34,1,9500,0,9500.0
14829,41,1,2500,0,2500.0
14830,36,3,800,15,2040.0
14830,34,2,9500,0,19000.0
14830,4,1,1000,0,1000.0
14830,23,1,320,5,304.0
14830,38,2,600,0,1200.0
14831,43,1,1500,0,1500.0
14831,21,1,380,15,323.0
14832,30,2,9500,0,19000.0
14833,38,6,600,0,3600.0
14833,18,1,400,0,400.0
14833,32,2,7500,15,12750.0
14833,19,1,350,0,350.0
14834,15,2,800,0,1600.0
14834,35,3,11000,0,33000.0
14835,6,2,1100,5,2090.0
14836,1,3,800,0,2400.0
14837,25,2,330,0,660.0
14837,24,1,400,0,400.0
14837,1,3,800,0,2400.0
14838,37,1,950,15,807.5
14839,8,1,1050,0,1050.0
14840,19,2,350,0,700.0
14841,28,3,8500,0,25500.0
14841,25,2,330,0,660.0
14842,10,2,950,0,1900.0
14843,38,1,600,5,570.0
14844,28,1,8500,10,7650.0
14845,34,1,9500,0,9500.0
14845,35,2,11000,0,22000.0
14845,14,2,450,0,900.0
14845,22,2,250,0,500.0
14846,1,3,800,10,2160.0
14846,19,1,350,0,350.0
14847,24,1,400,0,400.0
14847,2,2,950,0,1900.0
14847,6,1,1100,0,1100.0
14847,33,12,10000,10,108000.0
14847,11,2,750,0,1500.0
14848,39,2,1200,0,2400.0
14848,29,3,9000,0,27000.0
14849,29,4,9000,0,36000.0
14850,39,1,1200,10,1080.0
14851,19,1,350,0,350.0
14852,11,1,750,15,637.5
14853,43,1,1500,0,1500.0
14853,5,4,850,10,3060.0
14854,40,2,500,0,1000.0
14854,3,1,1200,0,1200.0
14854,30,2,9500,0,19000.0
14855,14,3,450,0,1350.0
14855,37,2,950,0,1900.0
14856,44,1,650,5,617.5
14857,33,6,10000,0,60000.0
14857,13,3,500,0,1500.0
14857,19,2,350,5,665.0
14858,7,1,900,0,900.0
14859,8,2,1050,0,2100.0
14860,32,1,7500,15,6375.0
14860,39,1,1200,10,1080.0
14860,4,4,1000,15,3400.0
14861,27,2,3500,0,7000.0
14862,39,1,1200,5,1140.0
14863,33,1,10000,0,10000.0
14864,7,1,900,0,900.0
14864,16,12,350,5,3990.0
14864,24,1,400,5,380.0
14864,27,3,3500,15,8925.0
14865,26,1,280,5,266.0
14865,39,1,1200,10,1080.0
14866,44,2,650,0,1300.0
14867,41,3,2500,10,6750.0
14867,35,1,11000,0,11000.0
14867,16,1,350,0,350.0
14867,34,2,9500,0,19000.0
14868,35,2,11000,0,22000.0
14868,2,2,950,0,1900.0
14868,41,1,2500,0,2500.0
14869,36,2,800,0,1600.0
14869,3,2,1200,0,2400.0
14869,11,1,750,0,750.0
14870,32,12,7500,0,90000.0
14871,7,1,900,15,765.0
14872,17,1,280,0,280.0
14873,10,2,950,10,1710.0
14874,27,1,3500,0,3500.0
14875,5,2,850,10,1530.0
14875,27,3,3500,5,9975.0
14876,34,1,9500,0,9500.0
14876,31,3,8000,0,24000.0
14877,12,1,600,10,540.0
14877,34,1,9500,0,9500.0
14877,36,3,800,10,2160.0
14878,1,1,800,15,680.0
14878,40,1,500,0,500.0
14878,4,3,1000,0,3000.0
14879,14,1,450,0,450.0
14879,10,2,950,0,1900.0
14880,15,3,800,0,2400.0
14881,23,2,320,0,640.0
14882,42,1,800,15,680.0
14882,39,2,1200,0,2400.0
14883,37,1,950,0,950.0
14883,41,2,2500,10,4500.0
14884,31,1,8000,15,6800.0
14884,8,2,1050,0,2100.0
14884,33,2,10000,0,20000.0
14885,34,1,9500,0,9500.0
14885,7,2,900,0,1800.0
14886,27,1,3500,0,3500.0
14887,27,2,3500,5,6650.0
14887,24,1,400,10,360.0
14887,1,2,800,10,1440.0
14888,30,1,9500,0,9500.0
14888,43,1,1500,15,1275.0
14888,16,3,350,0,1050.0
14889,29,1,9000,10,8100.0
14889,40,1,500,0,500.0
14890,12,3,600,0,1800.0
14890,35,1,11000,0,11000.0
14890,6,2,1100,0,2200.0
14891,43,1,1500,0,1500.0
14892,21,1,380,0,380.0
14892,40,1,500,0,500.0
14893,31,1,8000,0,8000.0
14894,5,2,850,10,1530.0
14894,38,1,600,0,600.0
14895,28,2,8500,5,16150.0
14895,43,2,1500,5,2850.0
14896,15,2,800,0,1600.0
14897,28,1,8500,0,8500.0
14897,33,1,10000,0,10000.0
14897,42,4,800,0,3200.0
14898,17,3,280,0,840.0
14899,40,2,500,10,900.0
14899,5,1,850,0,850.0
14900,24,2,400,0,800.0
14901,43,6,1500,15,7650.0
14901,1,1,800,0,800.0
14902,6,3,1100,0,3300.0
14902,22,1,250,0,250.0
14902,1,2,800,0,1600.0
14903,13,6,500,0,3000.0
14903,14,1,450,15,382.5
14904,26,1,280,10,252.0
14904,28,1,8500,0,8500.0
14905,24,2,400,5,760.0
14906,8,2,1050,0,2100.0
14906,40,2,500,15,850.0
14907,26,12,280,5,3192.0
14907,6,2,1100,5,2090.0
14907,10,2,950,0,1900.0
14908,44,4,650,10,2340.0
14908,43,2,1500,0,3000.0
14908,1,2,800,0,1600.0
14909,7,1,900,15,765.0
14909,3,1,1200,0,1200.0
14909,9,3,1150,5,3277.5
14910,2,1,950,0,950.0
14910,36,1,800,0,800.0
14910,43,1,1500,0,1500.0
14910,15,1,800,0,800.0
14910,27,1,3500,0,3500.0
14911,42,2,800,0,1600.0
14911,45,3,900,0,2700.0
14911,37,1,950,0,950.0
14912,32,1,7500,0,7500.0
14913,26,1,280,0,280.0
14914,33,3,10000,0,30000.0
14914,6,1,1100,0,1100.0
14915,25,1,330,0,330.0
14915,21,1,380,0,380.0
14915,18,1,400,0,400.0
14916,43,1,1500,10,1350.0
14917,43,2,1500,0,3000.0
14917,13,1,500,0,500.0
14917,20,1,380,0,380.0
14918,6,1,1100,0,1100.0
14919,17,3,280,0,840.0
14919,21,1,380,0,380.0
14920,28,1,8500,15,7225.0
14920,43,1,1500,0,1500.0
14920,33,1,10000,0,10000.0
14921,23,1,320,0,320.0
14922,36,6,800,0,4800.0
14922,32,3,7500,0,22500.0
14922,9,1,1150,0,1150.0
14923,41,1,2500,10,2250.0
14923,3,2,1200,0,2400.0
14924,35,2,11000,0,22000.0
14924,1,1,800,5,760.0
14924,22,2,250,0,500.0
14925,8,1,1050,0,1050.0
14925,31,1,8000,5,7600.0
14925,39,2,1200,0,2400.0
14926,3,1,1200,0,1200.0
14927,8,1,1050,0,1050.0
14927,25,2,330,5,627.0
14928,43,3,1500,0,4500.0
14928,29,3,9000,0,27000.0
14929,6,3,1100,15,2805.0
14929,36,2,800,0,1600.0
14929,17,1,280,0,280.0
14930,14,1,450,0,450.0
14930,18,1,400,10,360.0
14931,29,6,9000,0,54000.0
14931,24,2,400,0,800.0
14931,42,1,800,5,760.0
14931,20,1,380,0,380.0
14932,29,1,9000,15,7650.0
14933,29,2,9000,5,17100.0
14934,24,3,400,15,1020.0
14935,18,2,400,5,760.0
14936,4,6,1000,0,6000.0
14936,13,1,500,0,500.0
14936,39,2,1200,0,2400.0
14936,31,1,8000,0,8000.0
14937,17,2,280,0,560.0
14938,37,2,950,0,1900.0
14938,40,1,500,10,450.0
14939,43,1,1500,0,1500.0
14940,35,3,11000,0,33000.0
14940,40,2,500,0,1000.0
14941,3,3,1200,15,3060.0
14941,31,1,8000,0,8000.0
14941,14,4,450,0,1800.0
14942,42,3,800,0,2400.0
14943,38,3,600,15,1530.0
14943,28,2,8500,5,16150.0
14943,42,1,800,0,800.0
14944,12,2,600,10,1080.0
14945,14,6,450,0,2700.0
14945,7,3,900,0,2700.0
14945,20,1,380,0,380.0
14946,42,2,800,0,1600.0
14946,31,1,8000,0,8000.0
14946,37,2,950,0,1900.0
14947,6,2,1100,10,1980.0
14947,18,2,400,0,800.0
14948,30,1,9500,0,9500.0
14948,23,3,320,0,960.0
14949,34,6,9500,15,48450.0
14949,30,1,9500,15,8075.0
14950,29,2,9000,0,18000.0
14951,8,1,1050,0,1050.0
14952,2,2,950,0,1900.0
14953,36,2,800,0,1600.0
14953,12,1,600,10,540.0
14953,32,1,7500,0,7500.0
14954,10,12,950,0,11400.0
14954,9,1,1150,0,1150.0
14954,22,1,250,0,250.0
14954,29,2,9000,0,18000.0
14955,7,1,900,0,900.0
14956,5,1,850,15,722.5
14956,10,1,950,0,950.0
14957,29,1,9000,0,9000.0
14957,12,1,600,0,600.0
14957,34,1,9500,0,9500.0
14958,42,1,800,0,800.0
14958,4,1,1000,0,1000.0
14958,17,2,280,0,560.0
14959,11,1,750,0,750.0
14960,11,1,750,0,750.0
14961,32,2,7500,10,13500.0
14961,30,2,9500,0,19000.0
14961,38,1,600,0,600.0
14962,9,2,1150,5,2185.0
14962,30,3,9500,0,28500.0
14962,43,1,1500,0,1500.0
14962,4,1,1000,15,850.0
14962,40,1,500,0,500.0
14963,12,1,600,0,600.0
14964,4,1,1000,10,900.0
14964,42,2,800,0,1600.0
14965,2,1,950,15,807.5
14966,43,1,1500,0,1500.0
14967,28,1,8500,0,8500.0
14968,36,2,800,0,1600.0
14968,45,3,900,0,2700.0
14969,18,2,400,0,800.0
14970,35,1,11000,0,11000.0
14970,9,4,1150,0,4600.0
14970,23,2,320,0,640.0
14971,42,1,800,0,800.0
14972,16,2,350,0,700.0
14972,18,2,400,0,800.0
14973,5,1,850,5,807.5
14974,39,4,1200,10,4320.0
14975,13,2,500,0,1000.0
14976,44,1,650,0,650.0
14977,33,4,10000,0,40000.0
14978,43,1,1500,0,1500.0
14979,16,1,350,5,332.5
14980,2,1,950,0,950.0
14981,44,3,650,0,1950.0
14982,22,2,250,0,500.0
14982,14,3,450,0,1350.0
14982,30,1,9500,5,9025.0
14983,23,1,320,0,320.0
14984,17,6,280,0,1680.0
14984,18,3,400,15,1020.0
14985,28,3,8500,0,25500.0
14986,6,2,1100,15,1870.0
14987,45,2,900,0,1800.0
14987,1,2,800,0,1600.0
14988,10,2,950,0,1900.0
14988,44,1,650,0,650.0
14988,2,2,950,0,1900.0
14989,36,1,800,0,800.0
14990,5,1,850,5,807.5
14991,35,3,11000,0,33000.0
14991,17,3,280,15,714.0
14991,2,1,950,0,950.0
14991,32,6,7500,0,45000.0
14992,26,1,280,0,280.0
14992,14,1,450,0,450.0
14993,17,2,280,0,560.0
14993,29,4,9000,0,36000.0
14994,23,1,320,0,320.0
14994,4,3,1000,0,3000.0
14995,19,2,350,10,630.0
14995,16,3,350,0,1050.0
14996,33,2,10000,0,20000.0
14996,9,1,1150,0,1150.0
14997,34,1,9500,0,9500.0
14998,9,4,1150,0,4600.0
14999,43,3,1500,10,4050.0
14999,41,2,2500,0,5000.0
14999,16,2,350,5,665.0
15000,23,1,320,0,320.0
15000,34,1,9500,0,9500.0
15001,32,3,7500,0,22500.0
15002,13,1,500,0,500.0
15002,41,1,2500,10,2250.0
15003,22,3,250,0,750.0
15004,15,1,800,5,760.0
15004,19,2,350,0,700.0
15004,25,1,330,0,330.0
15005,33,1,10000,10,9000.0
15006,31,3,8000,0,24000.0
15006,26,3,280,10,756.0
15007,26,3,280,0,840.0
15007,29,4,9000,0,36000.0
15007,22,2,250,0,500.0
15008,21,1,380,0,380.0
15008,29,1,9000,0,9000.0
15008,3,3,1200,0,3600.0
15008,15,6,800,0,4800.0
15009,22,4,250,0,1000.0
15009,45,3,900,10,2430.0
15010,34,2,9500,0,19000.0
15010,43,2,1500,0,3000.0
15010,38,1,600,0,600.0
15011,35,1,11000,0,11000.0
15011,7,2,900,10,1620.0
15011,23,1,320,0,320.0
15012,27,2,3500,0,7000.0
15013,20,3,380,0,1140.0
15014,5,1,850,0,850.0
15014,18,2,400,0,800.0
15014,33,2,10000,0,20000.0
15014,20,1,380,0,380.0
15015,10,2,950,10,1710.0
15016,17,1,280,0,280.0
15017,26,1,280,5,266.0
15017,25,2,330,0,660.0
15017,23,1,320,0,320.0
15018,24,1,400,0,400.0
15019,35,1,11000,0,11000.0
15019,19,3,350,10,945.0
15020,22,2,250,0,500.0
15020,3,6,1200,0,7200.0
15021,19,3,350,5,997.5
15022,38,1,600,0,600.0
15022,11,1,750,0,750.0
15022,21,3,380,0,1140.0
15023,3,1,1200,0,1200.0
15024,29,3,9000,0,27000.0
15024,23,1,320,0,320.0
15025,2,1,950,5,902.5
15025,40,4,500,5,1900.0
15025,21,3,380,0,1140.0
15025,6,3,1100,0,3300.0
15026,37,1,950,0,950.0
15027,5,3,850,0,2550.0
15028,16,6,350,0,2100.0
15028,36,2,800,5,1520.0
15028,40,4,500,0,2000.0
15029,35,1,11000,0,11000.0
15029,26,1,280,0,280.0
15029,37,1,950,10,855.0
15029,41,1,2500,0,2500.0
15030,16,2,350,0,700.0
15031,37,1,950,0,950.0
15031,21,6,380,5,2166.0
15031,25,1,330,5,313.5
15032,30,1,9500,0,9500.0
15032,37,1,950,10,855.0
15033,25,1,330,0,330.0
15034,24,1,400,5,380.0
15034,2,3,950,0,2850.0
15035,19,2,350,0,700.0
15036,15,3,800,0,2400.0
15037,28,1,8500,0,8500.0
15037,20,2,380,0,760.0
15038,41,3,2500,0,7500.0
15039,45,1,900,0,900.0
15040,10,1,950,0,950.0
15040,20,1,380,0,380.0
15040,1,2,800,0,1600.0
15040,6,3,1100,0,3300.0
15040,38,1,600,0,600.0
15041,40,2,500,0,1000.0
15042,15,1,800,0,800.0
15042,20,1,380,0,380.0
15043,12,1,600,0,600.0
15043,30,1,9500,0,9500.0
15043,29,1,9000,0,9000.0
15044,21,1,380,0,380.0
15045,16,1,350,0,350.0
15045,21,1,380,0,380.0
15046,9,3,1150,0,3450.0
15046,45,1,900,0,900.0
15046,32,1,7500,0,7500.0
15047,30,1,9500,5,9025.0
15047,38,2,600,10,1080.0
15048,27,3,3500,0,10500.0
15049,2,12,950,0,11400.0
15050,45,2,900,10,1620.0
15050,6,1,1100,0,1100.0
15050,44,3,650,0,1950.0
15051,36,2,800,0,1600.0
15051,27,2,3500,0,7000.0
15052,10,1,950,0,950.0
15053,3,2,1200,0,2400.0
15053,12,2,600,10,1080.0
15053,13,1,500,5,475.0
15053,22,2,250,0,500.0
15054,20,1,380,0,380.0
15055,4,4,1000,15,3400.0
15055,5,1,850,0,850.0
15056,42,1,800,0,800.0
15056,31,2,8000,0,16000.0
15056,26,1,280,0,280.0
15056,16,2,350,0,700.0
15057,36,1,800,15,680.0
15058,35,1,11000,10,9900.0
15058,21,6,380,0,2280.0
15059,3,1,1200,0,1200.0
15060,15,1,800,0,800.0
15060,3,4,1200,0,4800.0
15060,37,1,950,10,855.0
15060,4,3,1000,0,3000.0
15061,33,3,10000,5,28500.0
15061,32,1,7500,15,6375.0
15061,44,1,650,0,650.0
15062,13,2,500,0,1000.0
15063,3,1,1200,0,1200.0
15063,22,1,250,0,250.0
15064,27,1,3500,15,2975.0
15065,37,1,950,15,807.5
15066,32,1,7500,0,7500.0
15066,45,6,900,0,5400.0
15067,26,1,280,0,280.0
15067,17,1,280,10,252.0
15068,8,1,1050,0,1050.0
15068,45,1,900,0,900.0
15068,4,1,1000,0,1000.0
15069,36,1,800,0,800.0
15069,40,3,500,10,1350.0
15069,3,1,1200,0,1200.0
15070,25,2,330,0,660.0
15070,1,1,800,0,800.0
15070,31,1,8000,0,8000.0
15070,6,3,1100,0,3300.0
15071,20,1,380,0,380.0
15071,25,1,330,0,330.0
15071,18,2,400,0,800.0
15072,15,1,800,10,720.0
15072,39,6,1200,0,7200.0
15072,9,1,1150,0,1150.0
15073,42,1,800,0,800.0
15074,16,2,350,0,700.0
15074,34,3,9500,0,28500.0
15075,5,2,850,0,1700.0
15075,6,2,1100,0,2200.0
15075,8,1,1050,0,1050.0
15075,13,2,500,0,1000.0
15076,5,2,850,0,1700.0
15077,22,3,250,15,637.5
15077,14,1,450,0,450.0
15078,33,1,10000,5,9500.0
15078,16,1,350,0,350.0
15079,26,3,280,10,756.0
15079,23,1,320,0,320.0
15079,42,1,800,0,800.0
15080,8,1,1050,15,892.5
15080,2,2,950,0,1900.0
15080,4,3,1000,10,2700.0
15081,7,1,900,0,900.0
15081,15,1,800,0,800.0
15082,29,6,9000,0,54000.0
15083,1,3,800,0,2400.0
15083,40,2,500,0,1000.0
15083,20,2,380,0,760.0
15083,11,2,750,0,1500.0
15084,29,4,9000,0,36000.0
15085,18,6,400,0,2400.0
15085,31,1,8000,0,8000.0
15086,13,1,500,0,500.0
15086,25,1,330,0,330.0
15086,8,1,1050,0,1050.0
15086,28,3,8500,0,25500.0
15087,22,2,250,15,425.0
15088,19,1,350,0,350.0
15089,19,3,350,10,945.0
15090,39,3,1200,15,3060.0
15091,25,2,330,0,660.0
15092,22,2,250,0,500.0
15093,13,2,500,0,1000.0
15094,33,1,10000,0,10000.0
15095,16,2,350,0,700.0
15096,4,1,1000,0,1000.0
15097,26,3,280,10,756.0
15097,3,12,1200,0,14400.0
15097,6,2,1100,10,1980.0
15098,23,1,320,10,288.0
15098,4,2,1000,0,2000.0
15099,16,3,350,0,1050.0
15099,33,3,10000,0,30000.0
15100,21,1,380,0,380.0
15101,44,3,650,0,1950.0
15101,27,1,3500,0,3500.0
15102,17,1,280,0,280.0
15103,2,1,950,0,950.0
15104,44,3,650,0,1950.0
15104,3,1,1200,0,1200.0
15105,40,2,500,15,850.0
15105,37,1,950,0,950.0
15106,5,2,850,0,1700.0
15106,4,1,1000,15,850.0
15107,44,1,650,0,650.0
15108,9,3,1150,0,3450.0
15108,19,2,350,0,700.0
15108,12,2,600,0,1200.0
15109,38,3,600,0,1800.0
15109,44,2,650,0,1300.0
15109,15,1,800,15,680.0
15110,34,3,9500,0,28500.0
15110,22,2,250,10,450.0
15111,1,3,800,0,2400.0
15112,8,3,1050,0,3150.0
15112,42,1,800,0,800.0
15113,7,1,900,0,900.0
15114,18,2,400,0,800.0
15115,23,1,320,0,320.0
15115,4,3,1000,0,3000.0
15115,33,1,10000,10,9000.0
15116,1,3,800,5,2280.0
15117,21,3,380,0,1140.0
15118,24,4,400,0,1600.0
15118,8,6,1050,15,5355.0
15119,15,3,800,5,2280.0
15120,34,2,9500,0,19000.0
15120,29,3,9000,0,27000.0
15120,18,3,400,0,1200.0
15120,12,1,600,0,600.0
15121,6,4,1100,10,3960.0
15121,34,1,9500,5,9025.0
15122,25,12,330,10,3564.0
15122,43,2,1500,15,2550.0
15122,24,1,400,15,340.0
15123,25,2,330,0,660.0
15123,22,3,250,0,750.0
15124,39,4,1200,0,4800.0
15124,36,1,800,10,720.0
15125,38,3,600,0,1800.0
15126,22,2,250,0,500.0
15127,14,3,450,0,1350.0
15128,8,2,1050,0,2100.0
15128,18,2,400,0,800.0
15129,22,1,250,0,250.0
15130,16,1,350,0,350.0
15131,18,1,400,0,400.0
15132,26,1,280,0,280.0
15133,43,4,1500,0,6000.0
15133,26,3,280,0,840.0
15133,8,2,1050,0,2100.0
15134,18,2,400,0,800.0
15134,4,3,1000,0,3000.0
15135,8,1,1050,0,1050.0
15135,13,2,500,0,1000.0
15136,15,1,800,0,800.0
15137,8,4,1050,0,4200.0
15137,3,2,1200,0,2400.0
15138,7,1,900,0,900.0
15139,20,2,380,10,684.0
15140,37,1,950,5,902.5
15140,30,2,9500,0,19000.0
15140,26,1,280,0,280.0
15141,2,1,950,5,902.5
15142,40,4,500,0,2000.0
15142,11,2,750,0,1500.0
15142,27,2,3500,0,7000.0
15142,9,1,1150,5,1092.5
15143,24,1,400,0,400.0
15144,18,3,400,0,1200.0
15145,27,1,3500,0,3500.0
15145,5,2,850,0,1700.0
15146,21,1,380,0,380.0
15147,13,1,500,0,500.0
15147,6,1,1100,0,1100.0
15148,6,1,1100,0,1100.0
15149,4,1,1000,0,1000.0
15149,15,1,800,0,800.0
15149,32,2,7500,0,15000.0
15150,42,2,800,0,1600.0
15150,11,1,750,0,750.0
15151,26,1,280,0,280.0
15152,22,1,250,10,225.0
15153,26,2,280,10,504.0
15154,15,4,800,0,3200.0
15155,26,4,280,0,1120.0
15156,18,1,400,0,400.0
15156,3,1,1200,0,1200.0
15156,1,2,800,0,1600.0
15157,10,3,950,0,2850.0
15158,44,2,650,0,1300.0
15158,25,3,330,0,990.0
15158,5,1,850,0,850.0
15159,43,1,1500,0,1500.0
15159,20,3,380,5,1083.0
15159,32,1,7500,0,7500.0
15160,22,1,250,0,250.0
15160,42,1,800,0,800.0
15160,4,2,1000,0,2000.0
15161,17,1,280,0,280.0
15161,18,1,400,0,400.0
15162,33,1,10000,0,10000.0
15162,3,1,1200,0,1200.0
15163,45,3,900,15,2295.0
15164,17,1,280,0,280.0
15165,20,1,380,0,380.0
15166,18,4,400,0,1600.0
15166,14,1,450,0,450.0
15167,1,2,800,0,1600.0
15167,28,2,8500,0,17000.0
15167,19,3,350,0,1050.0
15167,2,1,950,0,950.0
15167,25,6,330,0,1980.0
15168,25,12,330,0,3960.0
15169,27,1,3500,0,3500.0
15170,10,1,950,0,950.0
15170,22,2,250,5,475.0
15171,3,2,1200,0,2400.0
15171,1,1,800,0,800.0
15172,44,1,650,0,650.0
15172,40,1,500,0,500.0
15172,38,1,600,15,510.0
15173,6,1,1100,0,1100.0
15173,34,4,9500,5,36100.0
15174,18,2,400,0,800.0
15175,20,3,380,0,1140.0
15175,5,1,850,0,850.0
15175,21,1,380,0,380.0
15175,34,1,9500,0,9500.0
15176,8,3,1050,0,3150.0
15176,19,2,350,5,665.0
15177,25,2,330,5,627.0
15177,44,1,650,5,617.5
15177,14,3,450,0,1350.0
15177,42,2,800,0,1600.0
15177,18,12,400,0,4800.0
15178,20,3,380,0,1140.0
15178,26,1,280,15,238.0
15178,35,1,11000,0,11000.0
15179,33,3,10000,0,30000.0
15180,17,2,280,5,532.0
15180,36,1,800,0,800.0
15180,19,3,350,0,1050.0
15180,27,1,3500,0,3500.0
15181,28,1,8500,10,7650.0
15182,23,1,320,5,304.0
15183,30,1,9500,0,9500.0
15183,33,6,10000,0,60000.0
15183,4,2,1000,0,2000.0
15183,29,3,9000,5,25650.0
15183,21,2,380,0,760.0
15184,45,1,900,5,855.0
15185,17,1,280,0,280.0
15186,5,2,850,0,1700.0
15186,40,1,500,0,500.0
15187,11,1,750,0,750.0
15187,5,1,850,0,850.0
15188,43,2,1500,0,3000.0
15188,8,3,1050,0,3150.0
15189,42,1,800,0,800.0
15189,7,3,900,0,2700.0
15189,19,2,350,0,700.0
15190,10,1,950,0,950.0
15191,29,1,9000,0,9000.0
15192,28,1,8500,0,8500.0
15193,2,1,950,0,950.0
15193,24,2,400,0,800.0
15193,1,3,800,0,2400.0
15194,7,3,900,15,2295.0
15195,35,2,11000,0,22000.0
15196,1,1,800,0,800.0
15196,26,1,280,0,280.0
15196,19,2,350,5,665.0
15197,21,3,380,0,1140.0
15197,19,4,350,10,1260.0
15197,25,1,330,0,330.0
15198,27,6,3500,0,21000.0
15199,9,2,1150,0,2300.0
15200,26,1,280,0,280.0
15200,29,1,9000,10,8100.0
15200,31,1,8000,15,6800.0
15201,18,3,400,10,1080.0
15202,15,1,800,0,800.0
15202,37,1,950,0,950.0
15203,34,12,9500,0,114000.0
15204,23,2,320,5,608.0
15204,39,2,1200,0,2400.0
15205,18,1,400,0,400.0
15206,38,2,600,0,1200.0
15206,21,1,380,15,323.0
15206,1,3,800,5,2280.0
15206,41,1,2500,0,2500.0
15207,32,2,7500,5,14250.0
15208,40,1,500,0,500.0
15208,29,3,9000,5,25650.0
15208,21,1,380,15,323.0
15209,26,1,280,0,280.0
15210,37,1,950,10,855.0
15210,21,2,380,0,760.0
15211,15,1,800,15,680.0
15211,34,2,9500,0,19000.0
15212,14,4,450,15,1530.0
15212,3,1,1200,0,1200.0
15212,10,6,950,0,5700.0
15212,31,3,8000,0,24000.0
15213,10,1,950,0,950.0
15213,15,2,800,0,1600.0
15214,44,2,650,0,1300.0
15214,8,1,1050,5,997.5
15215,27,1,3500,0,3500.0
15216,34,1,9500,10,8550.0
15216,18,1,400,0,400.0
15217,41,3,2500,5,7125.0
15218,32,1,7500,0,7500.0
15218,24,2,400,0,800.0
15218,14,1,450,0,450.0
15219,34,6,9500,15,48450.0
15219,23,1,320,0,320.0
15219,43,4,1500,0,6000.0
15219,11,3,750,0,2250.0
15220,12,2,600,0,1200.0
15221,44,2,650,0,1300.0
15222,5,4,850,10,3060.0
15222,32,1,7500,0,7500.0
15223,27,3,3500,0,10500.0
15223,19,3,350,10,945.0
15224,8,1,1050,0,1050.0
15224,5,1,850,0,850.0
15225,9,4,1150,0,4600.0
15225,1,2,800,0,1600.0
15225,37,1,950,10,855.0
15226,40,1,500,0,500.0
15226,21,2,380,0,760.0
15227,34,6,9500,0,57000.0
15227,3,1,1200,0,1200.0
15228,34,2,9500,0,19000.0
15228,8,1,1050,0,1050.0
15229,5,1,850,0,850.0
15229,31,1,8000,0,8000.0
15230,31,1,8000,0,8000.0
15231,11,2,750,5,1425.0
15231,8,1,1050,0,1050.0
15231,24,1,400,0,400.0
15232,36,2,800,0,1600.0
15233,4,2,1000,0,2000.0
15233,31,1,8000,0,8000.0
15233,24,1,400,15,340.0
15234,12,1,600,0,600.0
15234,17,2,280,0,560.0
15234,43,1,1500,0,1500.0
15234,41,1,2500,15,2125.0
15234,44,1,650,0,650.0
15235,18,2,400,0,800.0
15236,16,1,350,10,315.0
15237,37,1,950,0,950.0
15237,42,1,800,0,800.0
15238,16,1,350,0,350.0
15239,28,1,8500,0,8500.0
15240,22,2,250,0,500.0
15240,36,1,800,0,800.0
15240,28,1,8500,15,7225.0
15241,42,1,800,0,800.0
15241,11,6,750,0,4500.0
15242,32,2,7500,15,12750.0
15243,35,1,11000,0,11000.0
15243,10,1,950,15,807.5
15243,15,2,800,0,1600.0
15243,32,1,7500,0,7500.0
15244,32,1,7500,10,6750.0
15245,33,3,10000,0,30000.0
15245,1,2,800,0,1600.0
15246,4,3,1000,5,2850.0
15247,20,1,380,0,380.0
15247,23,1,320,0,320.0
15248,8,1,1050,10,945.0
15248,6,2,1100,0,2200.0
15249,5,1,850,10,765.0
15249,17,1,280,0,280.0
15250,9,1,1150,0,1150.0
15250,32,3,7500,0,22500.0
15250,1,2,800,5,1520.0
